,text,trinary result
1399,"Grant,  Ne'er count on the Yanks.",0
1400,"pax,  I'm denying those noble treaties, however we are talking about some unclear definitions here under specific circumstance that collide with US Rights and Law.  The most vexing is applying a definition and rules, in this case' of whether or not the techniques used do or do not constitute Torture and do conflict with the Right to Self defense from an imminent attack by terrorists.    ",-1
1401,//But Brandon/Parker was inferring that there was some sort of sinister Jewish cabal (presumably including me) on this very message board//  It was reported that there are Jewish cybersoldiers at work on the forums and Naz's post soon found its way up to one of the top Jews (Melanie Phillips) who used her job to pressurise the BBC into removing it although they did not consider it to have broken any rules.It is sinister to subvert normal discussion on all the message boards and forums.,-1
1402,For making America so rich and powerful.  Thanks Allâ€?you are the best and certainly know how to reward your favourite sons and daughters. ,1
1403,"heres one example that i expect is typical. i suppose it comes down to simple business logic.  ""Rural Bank for Micro-finance  THP-Malawi continues to disburse credit, especially through the existing revolving loan fund of AWFFI. The repayment rate of loans has improved tremendously. While men are trailing with a payback rate of 70%, women, who receive most of the loans, have a payback rate of close to 95%. We expect that by next year one or two of our rural banks qualify for government accreditation to operate as official financial institutions in Malawi.""  <a href=""http://www.thp.org/malawi/2006/board506/index.html"">www.thp.org/malawi/2...</a>  ",1
1404,"No, she's not.  Can we get a REAL Muslim please?!",1
1405,"     Yes, lots of countries would not like to see Iran get the bomb. Not that that makes a scrap of difference to the question I asked you.  The US is doing the sabre rattling and did issue a direct threat in the past.  Please have another go at answering the question.",-1
1406,"I suppose we could all try the Orthodox Jewish way, through an hole in the sheet.",0
1407,"Some of its members were Donald Rumsfeld, Dick Cheney, James Woolsey, Paul Wolfowitz, Richard Perle, Bill Kristol, James Bolton, Zalmay M. Khalilzad, William Bennett, Dan Quayle, Jeb Bush. All very minor figures Pete?",0
1408,"Bleeding national pride.  For india, ceding kashmir could lead to the break up of the country. Other provinces, in particular the sikhs, will demand their independance also.   ",1
1409,"Maybe you can account for the Brits emigrating....could it be the weather? The rising crime? The high Taxes? The Muslim / African / Eastern European immigration stresses?  No J.J. Whenever I've asked, the reply has always been along the lines of: ""I'm not living here any longer because our government has embroiled us in an ridiculously expensive illegal war, against the wishes of the majority of the electorate, started by that muppet in the White House!"" ",-1
1410,"How odd that UpYerPipe's original post is now currently being hidden.  Yet, considering that UpYerPipe is in pre-mod, his original post would have been read, reviewed and approved for posting by a moderator.  Perhaps moderator vs. moderator disagreement?    ",-1
1411,"Placing a bet, Colonel? Next thing you'll be telling us you've got an investment account with the Woolwich and you finish your day with a hot toddy spiked with malt whisky.  Are Muslims not allowed to place a bet, Teresa Meyer? And yet the Colonel did it anyway?  How about that Colonel? Is it true?  How will you be punished?  ",-1
1412,"What's the point if everyone who points this out is dismissed as a 'whinger'?  Grant, you won't be dismissed as a whinger if you can provide substantive evidence of this alleged 'serious downhill slide'in US/UK relationships.  But you haven't.  Your opinion piece specifically excludes Britain from it's main claims.    ""Do you really believe that relations have improved since that article was written five years ago?""  No Grant, in respect of US/UK relations I doubt that much has changed significantly in that time but since the article indicates good US/UK relations (that's the British leader depicted alongside the US president) no change doesn't amount to the 'serious downhill slide' you have claimed.  As is typical of you Grant you have linked to an article without reading and understanding it.  It uses unnamed sources which you Grant have said should always be condemned. Do you condemn their use in this article Grant, yes or no?  It acuses American of 'impressive ignorance'. Do you agree with it Grant, yes or no?   Most significantly Grant you yourself have declared this article out of date. In a previous feeble attempt to show a 'serious downhill slide' in US/UK relations (another occasion when you failed to read and understand the article you linked to) you claimed French and German relations with the US were very good.  Now Grant, do you think things have improved for relations between the US and France and Germany since the article, yes or no?   ""Prove it!""  I don't need to I'm not the one claiming any great change, you are. Now can you prove it?   ""It's difficult to believe how very stupid you Brits have become over the past couple of generations!""  Ha,ha,ha! Poor Grant, has got his knickers in a twist.             ",-1
1413,"<a href=""http://news.bbc.co.uk/1/hi/business/8047546.stm"">news.bbc.co.uk/1/hi/...</a>  Computer chipmaker Intel has been fined a record 1.06bn euros ($1.45bn; Â£948m) by the European Commission for anti-competitive practices.  It dwarfs the 497m euro fine levied on Microsoft in 2004 for abusing its dominant market position.   The Commission found that between 2002 and 2007, Intel had paid manufacturers and a retailer to favour its products.   The investigation followed a complaint by the world's second-biggest chipmaker Advanced Micro Devices (AMD).   The Commission said that Acer, Dell, HP, Lenovo and NEC had been given hidden rebates if they only used Intel chips.   Ouch. ",-1
1414,"   That isn't the point. The point is that they publicly rent the site out but are explicitly limiting that to specific groups. If another camp site refused to rent their site to any Christians, I'm sure this group would be among the first to complain. The root question is whether we want to kind of stratified society where each subgroup lives and works in their own little world.   How could they? There are homosexuals and Christians throughout society - it would be impossible for them to avoid each other. Most Christians (and most homosexuals) have come to accept that and a fair few people are both.",-1
1415,"Yawn Always the same anti-American drivel from the usual suspect BTW, how is your buddy Bin Laden? Still alive?",-1
1416,     You obvioulsy have no idea what George Bush is like. Just your media induced paranoia.,-1
1417,Is this thread still wheezing on? I thought I'd killed it on message 2!!,-1
1418,     What do you think of the Guardian BTW? ,0
1419,"Perhaps ISR, it would help if you stopped infantilising the Afghans.",0
1420,"Everywhere but Quebec, dear.  Darn!  I'm going to miss her.",-1
1421,"   Ad hom cop out.  If you think you're too clever for this board, then join one on Mensa's website.  I second the request:  Please explain that comment.",1
1422,"     There is no relation. Everyone except for those who willingly chose not to know, knew what will happen in iraq under occupation. ",0
1423,"I'm not sure you and the others understand. the grand mufti angle, (and all your other propaganda angles) has no impact on anyone.  my enemys enemy is my friend ? look at who britain have teamed up with in the past, and the damage we have caused. including palestine.  palestine was wiped off the map. what year did the mufti meet hitler ? the holocaust wasnt suggested until about december 1941, according to Jewish holocaust experts.  like i say though, this along with most of the other hate propaganda has no impact. probably makes western subliminally pro-israeli neutral gentiles more sympathetic to pals.",-1
1424,"royal and zax:  Palin is not a religious nutcase.  You are resorting to name-calling with absolutely NO evidence.  Palin is constantly being misrepresented by the media and the left.  Rather than just repeating what you you've been told by the God's of Media, please explain how you believe she is a ""religious nutcase.""",-1
1425,"It has now come out, on Newnight last night, that Britain supplied Israel with 'heavy water' to help them build nuclear weapons. Infact , Britain sold it for vast amounts of money. Apparently the USA knew nothing of this.  It is now believed, according to the same program, that terrorists are soon to be in possession of nuclear weapons. Vanunu was right when he said the world should be freed from these WMD. I fear it is too late now.",-1
1426,"As from today, Angela Merkel takes over her role as Chancellor of Germany. She is going to have a difficult time. Already knicknamed the Iron-lady, Merkel has announced cuts in pensions for civil-servants and the highest increase in VAT in Germanys history.  The heads the Grand Coalition and is disliked by many.",-1
1427,Message posted by Zebras Viewpoint The Pope sees his flock slipping away - and his outbursts will only see more of his flock exiting the Vatican pastures -------  Maybe you should ban religion?  que F1.,-1
1428,     And what 'irrational domestic agenda' was that? The one which led to the sustained economic boom we see there today? Can you prehaps compare the US with the more 'rational' European agendas and demonstrate where you're better off?  I'm really keen to hear your explanation for the 'root causes' of international terrorism. There hasn't been enough of these poorly thought out cliches coming from that area of the world for the last day or so.,-1
1429,"It was pointed out on an american tv network, that when this and Chavez spoke in the UN, many of the seats were empty. In some cases only the lowest member of each delegation was present to hear what either men had to say. Mind you those who did say applauded cahvez as he finished, but that was propably like listening to an Alan bennnett monologue.",-1
1430,"     That ""choice"" is technically known as ""sedition"" and people are executed for it.  If the UK cares so much, then why don't they just go back and re-draw those borders again like they did 100 years ago (when they had a real military force).",-1
1431,"Let me get this right, Israel buys weapons from the U.S. with the American money given to them as aid, Israel then turns around and sells her own built weapons to China and in the past South Africa. Do I read you correctly? If so Macbeth's ""o, what a web we weave when try to deceive"" comes to mind.   ",-1
1432,"The above writing of colonel confirms my point, that socialism and islam are so similar.  Non-believers ""will be delt with"" -------------------------------------------------  Was it stalin or lenin or Karl Marx who went up all the way to dagistan in the early yrs of the socialist movment and seeked helped from the muslims????  Every system or belief and their followers will always come to muslims......You know why? because Islam is the only religon that does not tolarate oppression and cherish freedom...Do you know why? because our G-d detest people who oppress...its unacceptable to Him.....",-1
1433,By the way News just in that Rita has now become a Category 4 hurricane.,0
1434,     Said one of the forum's Four Horsemen of the Apocalypse...,0
1435,"Rather numbing watching this unfold on tv all over again.  It looked like absolute chaos watching 10,000 Dawson students fleeing that campus then wondering panicked around the city trying to find their friends.    Lets hope those kids on life support will pull through.",-1
1436,"     Good point.    Based on the posts under the Carl-Jones and John-Salisbury names, we can leave the three Ks to United KKKingdom and Denmarkkk.  Enjoy.",1
1437,missippi  So tonys proposal of encouraging posative discrimination against jews because they control the world economy is no longer enough now murder is the only solution  Its just a shame that we are in the 21 century and we still have people who think this way,-1
1438,"And the same Ismail khan the war criminal who looted the UN truck conveys...that is the guy you are willing to trust??? he is nothing but a liar, a criminal and murderer....just like his counter parts in usa and Uk....",-1
1439,It's amazing. 100+ people dead - of all nationalities - and all Handyman can do is provoke an argument about Israel.,-1
1440,     I hope they outsource the war with Iran to Israel. We'll be coughing up the tax funds for the Irac one for years to come.,-1
1441,     cost me ten quid to call us embassy to complain my check was late!,-1
1442,Ally !!!  How could you insinuate such a think about Madonna ?.She would never ever do anything just for the publicity. Ever. A lady with such a heart ?. Never !.Not a multi-millionairesse whose backing  guitarist of 28 years died of poverty and neglect in a public hospital.    ,-1
1443,/////Yes but why do you support Israel? Are you attracted to people who hi-jacked someone else's country?//////  LOL!!! That is VERY funny!    Why do people support Palestinians? Do they support terrorism and groups with charters to ethnically cleanse Jews from Israel?,1
1444,quite right green day.   ,0
1445,A country which forced the inhabitants to leave it by hook or by crook should be banned from taking any refugees.Whats more Sudan should keep any eye on Israel or else it will steal sudaneese citizens just to fill its own diffuse and ever changing borders.,-1
1446,"Iraq was not a threat to the USA   You are wrong right there, so no need to go further.",-1
1447,"you begger belief mcneil. just sneer down that nose of yours, but ohj if it were a jew suffering, now that would be differant     ",-1
1448,"Tony, Islam will not win peace through rockets or suicide bombs. The dust will settle from all this a week after it is over and Israel will be the darling of the West again as soon as the next suicide bomb goes off in our countries.  You know this to be true. You won't admit it because you are deluding yourself into thinking any of this makes the blindest bit of difference. Nobody really hates Israel in the West. As soon as the drama is over, back to normal. Everyone still hates Islamic terror.   They always will.   You cannot win.  You can only win through diplomacy as the West will never give in to terror ",-1
1449,"Piltdown  `The US signed a convention outlawing all chemical weapons in 1972.'  Yes but this is another of those moot points, like napalm and white phophorous etc, ie the use of the chemical is not specifically aimed at people, eg the dioxin example was to clear forestation.  People become `collateral damage' or `should not be in the area' or should not eat the fish or drink the water or eat the plants etc contaminated by dioxin, depleted uranium etc.   Nor should civilians be around when cluster bombs are used, nor should children play with them, nor should people, especially civilians and children step on land mines which are only sown to kill the enemy, and so on and so on.   I suspect we have a long way to go in controlling some of the more horrendous weapons of war.  J     ",-1
1450,   The Americans ALWAYS lie............  Just as funny.,1
1451,I suported that war. An illegal act of aggression by Saddam's army needed to be repelled. Likewise I supported Iran when Iraq invaded.   ,-1
1452,"The big winner is Iran. The big loser is the Bush/Blair/Neo-Con/Israeli doctrine of using overwhelming military force to deal with ""terrorists"".  Iran has won both in Gaza, Lebanon and Iraq, precisely because there is democracy there. Iran supports organizations that have popular support. The governments there cannot say: We don't like the groups supported by Iran (perhaps under presure from the US), so we are going to close them down. That can only happen in Egypt, Jordan and in Saudi Arabia.  Iran has also validated their military doctrine. Hezbollah's military wing was trained by Iran and they performed pretty well against Israel. Also, the bunkers designed by Iran were able to withstand Israeli bombardments. This means that Iran's revolutionary guard would perform well in a war against the US.   If the US attacks Iran, then that will trigger a repeat of the Lebanon war, but now on a much larger scale. Iran will fire missiles at the oil installations in the Gulf. The US will try to stop that using air power, but that won't work. They would then have no choice but to invade Iran. Ultimately the US will be forced to sign a humiliating cease fire with Iran.",-1
1453,A cowboy going to India. I hope he is aware of the difference.,1
1454,"     I can't help you then, sorry.",-1
1455,"Dunno, to get away from a terrorist attack?       ",-1
1456,"       LOL, do you ever stop boo hoo'ing?",1
1457,"Bogus?  Perhaps, except for the glaring reality that all three situations hold one thing in common: Islam. These people are in a social and mental ""ghetto"" due to Islam. Turkey will be rejected due to Islam. The people Prodi is expressing fear of practice Islam. ",-1
1458,"Docu,  Yes bigots exist everywhere. You say modern arabs are doing alright. Well only for the first reason you gave, which was oil. Resort tourism? Be serious. All other 'industries' (including terrorism) are financed from that sole resource. Mr Benz has much to answer to for empowering so many unwholesome people, regimes and their oppressive systems and ambitions.  Look, Israel is a democracy whose military actions have been born of defence of their nation against the rancorous hostilities of their arab neighbours and the wider islamic world. So many rush to condemn Israel as if it had some kind of imperialist agenda. Of course nothing is further from the truth, and to claim otherwise is the true province of bigots. ",-1
1459, It's time to take the gloves off and come out swinging.  ,0
1460,"Yes mohammed. Seen any good stonings recently, up Blackburn way. Ow about a crane job strangulation. There's nowt like a good strangulation before a black-puddin breakfast lad.",1
1461,"&gt;&gt;They've kinda made it about poverty.&gt;&gt;  The issue is , is poverty at the route of the terrorism we see from Pakistan and or the Islamists?  NOT  do we wish to get rid of poverty, I think most right thinking people would wish to do that.  as for Hugo Chavez check the inflation figure in Venezuala, what does 28% inflation do to the poor?  As for Evo Morales, he is a 100% racist, he dresses up his racism as marxist ideology. His hatred is for settlers and could not give a mump about indigenous Indians well being.",-1
1462,"Being pale but interesting, I continually bleat about the heat. I can only guess what it would be like if I shared an office with Nikki from Big Brother whose hatred of air con is now bordering on the legendary.",-1
1463,"     Democracy is Democracy! If the US+Israel believe in true Democracy,they must respect the Palestinian votes.It doesnÂ´t matter if they chose Hamas. They simply expressed their true feelings and gave their votes. Israel had its Irgun and Gang Stern led by PM Manahem Begin that used terrorist actions in order to force the creation of Israel in Palestine. Or it will look a Double Standards!",-1
1464,"it looks like its purpose is spam ""complaints""  people may think its a reliable site and then feel duped ",-1
1465,"//The Holocaust was the deliberate decision by the Nazis to kill millions of their own citizens because they were Jewish.//  They killed all kinds.The Nazis didn't like any non-Aryans,which includes black people,Chinese people etc etc.They were even quite disparaging about Russians.In Germany they just found a scapegoat for losing World War I.It happened to be Jewish people but it could have been any 'immigrant' group that was handy.We see this type of thinking on these boards from the right-wingers who seem to blame immigrants for all of   Britain's ills.  //The Holocaust was really very different//  That's where we disagree.Minority groups are often scapegoated.It happens all the time.    ",-1
1466,"     I guess you would rather we were ALL into Islamist boot-licking, but its not going to happen.",0
1467,"&lt;&lt;Perhaps other papers that advertised/reported this falsehood may now consider doing the right thing and publishing corrections of their own, if they haven't already done so.&gt;&gt;  Perhaps Mugabe's supporters in this country would care to explain how all the t.v. reports we see of him being cheered by his ""supporters "" in Zimbabwe make them look so cowed and reluctant.Rather like those cheering the Communist leaders used to look.  Of course, I expect you'll say it's all a plot and Mugabe really is the saviour of Africa. ",1
1468,"Hi John-Wragg,  I could almost picture the Kreschev/MacMillan exchange. In that case yes, I totally agree. Put downs can be devastatingly more effective than a simple ""why don't you **** off...?""  However - in the kitchen... drop an egg... it's your last one... you bang your head, stub your toe... you're not looking to have a witty discourse, you just want to explosively vent your anger. In that situation, a bit of swearing lets out a lot of the aggression.  ",-1
1469,Brings a whole new meaning to 7up!!!,1
1470,"     fripono,  Poll: 1/4 of UK Muslims Support Bombers     new poll says about a quarter of British Muslims sympathise with the motives of the London bombers, if not their methods.  And the survey in Londonâ€™s Daily Telegraph shows one-third of British Muslims believe Western society is immoral.  The poll asked Muslims if they felt the July the 7th suicide attacks in which 56 peopled died were justified, and six per cent said they were.  71 per cent said they werenâ€™t justified at all, and 11 per cent said they werenâ€™t justified on balance.  But asked whether they had sympathy with the feelings and motives of the four British Muslim bombers, 13 per cent said they had a lot of sympathy and another 11 per cent had a little.  A similar poll for The Sun newspaper showed 91 per cent of the Muslim respondents didnâ€™t feel the suicide bombings were justified by the Islamic holy book, the Koran.  <a href=""http://www.littlegreenfootballs.com/weblog/?entry=16770"">www.littlegreenfootb...</a>",-1
1471,"the beeb needs to implement captcha.  looking at my posting history, i suspect i've been hacked too ",-1
1472,What has this to do with UK news?,0
1473,"The Gasgoine:  turbulent and intoxicating, with optional watersports.",-1
1474,CAFTA. Now there is HAFTA...HAFTA to go from Mexico to the U.S. to get a job because the NAFTA and CAFTA jobs went to China!,1
1475,"Holocaust is not a new word, Jihadi is a slur, so was Mohammadans, and so is islamists.   I suggest you do some reaserch on the meaning of holocaust from the jewish point of view. The word holocaust that everyone uses, actually is not neutral, its a jewish word. Words are neutral, the image they create is subjective. ",-1
1476,"BoyDavey,  It is my belief that there are people at work doing their level best to undermine our alliance.  As if we dont have enough problems...  But I do think our medias play a role, and I think the BBC is considerably guilty of this.  This debate regarding Kyoto - were the constitutional legalities ever once mentioned in articles as to WHY the presidents (polar opposites like Clinton and Bush) of the US didnt sign?    Have states rights ever been mentioned or is that new information for you?  (Not being antagonistic, just wondering).    I sometimes think the intracacies of our government and separation of powers are confusing to our European cousins, (NO not a comment on intelligence) simply because the easy article and the one that will get the most notice, is the one that claims that we are anti-environment, not 'world team' players, imperialistic, capitalist pigs with no care for the world around us.  So the core of the matter is glossed over and reduced to impressive sound bites and catch phrases that further the divide.  What started out, (I am guessing) as a movement to assert the EU as a world power, akin to the US, has instead had the effect of empowering muslims worldwide into thinking that Europe literally hates Americans.  Unfortunatley, travelling there and reading a lot of foreign press has had the same effect on a lot of Americans.    ",-1
1477,"     No, I am not. Why is there this assumption that raising some perfectly legitimate questions of Israeli policy means you are a racist?",-1
1478,"His lawyer argues that Abu Hamza, the Sheikh of Hate that was sent to prison for seven years for preaching hate, should be released as he was convicted under Victorian laws that do not apply to foreigners.  <a href=""http://news.bbc.co.uk/1/hi/uk/6102046.stm"">news.bbc.co.uk/1/hi/...</a>  OK - no problem, let's let him out of jail. There is, however, an extradition warrant from the USA for him...  I wonder how the Americans would treat him?",-1
1479,If you dont like isrealians i can use the term jews from now on. The jews are fighting against hezbollah. ,-1
1480,"     The board is constantly discussing the issue of freedom and human rights and Islamic countries.  Can you please not use your standard tactic of changing the subject to avoid a tough question or debate, Your free to start another post if you want to discuss those issues.  ",-1
1481,     Read the question. I asked you WHY they would disguise themselves as civillians.,0
1482,"/////Looks like Obama is getting fed up with poor wee Israel./////  Well so many times, tsarion, the Arabs attacked 'poor wee Israel' and each time took a massive beating. So, if Israel is ""poor"" and ""wee"" doesn't this suggest how tiny the Arab nations and Terrorists surrounding it?  Doesn't it illustrate hos impotent and insignificant the Palestinians are if Israel is ""poor wee Israel""?  Context is enlightening tsarion.  Let us see you defend your point. Hello! Hello, are you there? ",-1
1483,"Well your figures are way out laughlaughlaughlaughlaughlaugh  My apologies for your confusion, A-Hart. I meant, of course, how many of those 1.6 million Muslims throughout the world support terrorism.  What percentages do you have in order to support your claim that it is only a handful?  What makes you think I am prejudiced against anyone who isn't prejudiced against me?   ",-1
1484,"Message posted by Danish  ""Please donÂ´t blame Hamas,but the Israeli apartheid policy that radicalized peaceful Palestinians""   Tony  How would you describe the policies of Israel's neighbours that refuse Palistinians citizenship, jobs and human rights? Apartheit perchance?",-1
1485,"The litany of crimes against humanity by contempory RELIGIOUS extremists is a long one. Lets not get into a petty debate of which one is longer.  Why not? In fact we should be debating just that rather than ignoring it.  Which religion do you think is most associated with contemporary terrorism?  ""Which religion was invloved in the Air India bombing Grant? Canadians died didnt they Grant? Our fellow citizens"".  Sikhs, and the trial was a farce. But that was then and we're dealing with another religion now. Had Sikh terrorism continued then we should be condemning them also.",-1
1486,"They shouldn't have one. If there are two countries just behind Iran that shouldn't have nuclear weapons its Pakistan and India. Unfortunately Pakistan was allowed to build the bomb. The Israelis tried to prevent this, as did the Indians but Pakistan kept their programne secret for too long and by then it was too late. I do know of an interesting Israeli attempt to stop this though.",-1
1487,"     Way of life?  That would indicate it is the daily norm.  Do you know how many total high schools and universities there are in the US?  Yes, these events are tragic, but certainly not the norm.  If that were the case or if it were a ""way of life"" you would hear about it happening a dozen times a year.  Not a few times over the course of a dozen years.     To say something is both yearly and annual is redundant.  But please provide the factual data to back this up.  Please list the last 10 years lets say and list the ""way of life"" school shootings for each of those years.     As I understand it, youth violence is on the rise in the Europe - specifically in the UK where its being reported that gangs are becoming increasingly violent and beginning to use more handguns.      Are you saying your government does not allow you to assess your own mental stability?  How do they stop you?  Have they implanted surveillance chips into your brain?     Which is why you no doubt felt the need to be on your soap-box about it.     And you make this statement on a poll that you conducted amongst ""most Americans""     Data gathered from the same poll no doubt?       ",-1
1488,"Ethnic Cleansing, ""Apartheid""! What's the matter stuck for ""Atrocity""?""  No because for me words have meaning.  Avigdor Liberman for example is an outspoken supporter of ethnic cleansing and other ""treatments"" (involving busses)  And he is Israel's Deputy PM isn't he.  ""Perhaps you could start by explaining how Israel is an Apartheid state with between 1.3 and 1.6 million Israeli Arabs.""  Er what is your point.  SA had millions of blacks.  You can't have apartheid without someone to be apartheid against.  The point is that the extreme gang who form the israeli government (whose nominal head is facing rape charges, whose PM is up against corruption and whose deputy PM is known even in his own country as a supporter of ethnic cleansing)distinguish and give different rights to jewsih and non-jewish citizens.  The Palestinians have no rights at all, though they are compelled to pay Israeli taxes etc  No Israeli even disputes this.  ""Did you see the Arab/Palestinian supporters injured while rioting in Jerusalem? They were treated by Israeli medics and hospitals. How does that fit with Apartheid?""  Do you know how many non-jews are allowed to join the Israeli police force?  Do you know who the head of the force is and all the senior officers?  Do you know non-jewish citizens of Jerusalem are being slowly ethnically cleansed fromt he city.  Perhaps you should try learning something.       ",-1
1489,"Coppeliadee That is not true. The Media is in the hands of Jews as Ropert Murduch,in the US and Britain.  Arabs has only Al Jazira,that restricted by the Zionists West.",-1
1490,Oh good- we haven't woken them up,1
1491,"I wonder if this is how Admiral Horatio Nelson got to be leader of the British fleet and win the battle of Trafalgar, thereby securing maritime piece for a further 110 years?  I think you mean peace but I get your point and you are quite wrong. Britian and other nations fought plenty of naval engagements after Trafalgar and before the 1st WW. ",-1
1492,  see ya tony. was lovely to see you moping yesterday on stage! music to my ears.   off you go   ,1
1493,Thank you.,1
1494,"I hope you stayed clear of people then, especially women and kids.  Good luck.    ",1
1495,"I don't know why the Catholic hierarchy crucifies itself with this decades-long sex obsession [ever since the advent of easily available contraception for all].  In developed countries contraception is used by almost all Catholics [else why would family size be so low].  My [Catholic] mother - in all other respects fully observant - used contraception from the early 1950s on to limit her family to 2 without feeling her adopted faith compromised.  The hierarchy here has had to turn a very blind eye to lay practice and the laity has had to make its own peace with God about this, sidestepping the clergy.  Focus on this issue has undermined the authority of the church and attempting to shore it up in Africa is going to fail too.  Talk about flogging a dead horse.    The use of condoms in the context of Aids is a health issue and could be justified even by the Catholic hierarchy on that basis - any contraceptive effect being an 'unfortunate' side-effect, just as - say - treatment for cancer might involve a person becoming sterile as a side effect.  No-one argues that they shouldn't be treated for cancer on account.  Aids is just as deadly.                  ",-1
1496,"     I certainly am familiar with the responses, General. They are trotted out frequently and repeated ad infinitum as though they have some sound reasoning behind them. It is better if we were to tackle those issues individually though, and perhaps have a greater perspective on what happened.  Of course all these picayunities are secondary to the important central issue, which was to take out Saddam Hussein.   No WMD's first.  It was not only Tony Blair who believed Saddam had WMDs. You do know that, right? But do you also know that it was incumbent on Saddam Hussein to demonstrate openly that he not have WMD? That he had to comply with the UN resolutions? That he comply with the restrictions brought in after Gulf 1? That he must allow unfettered access to inspections? That he had WMD in the past, used it in the past and was intent on developing WMD?  Let's look at this issue first and then move on, ok?? ",1
1497,No more French Jokes    Viva l\a France,0
1498,"     I haven't seen a Jew saying that : ""If I kill palestinians, my god will give me 72 virgins.""",-1
1499,"Not quite. They are obviously looking for an out from their wishywashyness. This is better expalined in the same article.  An out for there ""wishywashyness""?? Can you be more specific because your article doesnt explain. The only thing I would disagree with in that quote is the suggestion that they were ""worried"".   ""So ""some"" complained and perhaps Muslims and Jews as well. But it seems to not have been a big deal from a nation of many millions. ""  Big enough deal for the ASA to investigate. Then there is this funny chap. Presumably he agrees with every other advert on every bus he drove.  <a href=""http://news.bbc.co.uk/2/hi/uk_news/england/hampshire/7832647.stm"">news.bbc.co.uk/2/hi/...</a>",-1
1500,Why should only zionists hate the Iranian government. It is offensive to anyone with any respect for the human race.,-1
1501,"Gar, is it a controversial statement? I thought he was proud of his role as a Basiji instructor. I can't find any reference on Amnesty International but that proves nothing.  Am I actually wrong about the nature of his involvement wioth the Basiji?",-1
1502,     I love the way you people always seem to think that it's YOU who did the uncovering.  It wasn't.  It was some of those AMERICANS who have exposed the lies.,-1
1503,Well thats your opinion and the Israelis opinion.  The palestinians believe it belongs to them so the hatred and fighting will never stop.,-1
1504,did you know according to UN resolution 194 you only had to live their for two years to be classed as a refugee ,-1
1505,        Great teresa!  I have a friend on this Board now! because I love all the same things too..... Regards.  ,1
1506,     It's true of the UK under Blair.This is not a government with any principle.We've only just stopped discussing his absolution of Tessa Jowell.,1
1507,"<a href=""http://www.cnn.com/2006/WORLD/meast/09/27/saudi.fence.ap/index.html"">www.cnn.com/2006/WOR...</a>  They say that imitation is the most sincere form of flattery so who's knocking the wall  ",0
1508,"     I'm from Scotland not Ireland selector.  Scots drink whisky ... but not this one.  I can't stand the stuff.  Now, is there ANY chance of you properly addressing the points raised in msg 10 viz a viz that you can't blame the west or Britain for the poor management skills of your? countrymen and the fact that the few remaining white farmers who of course do have good management skills are not having such a dandy time as you would have us believe?",-1
1509,really? where?,0
1510,"Who needs to have a link to know that IDF is an army of religious people? all jewish. whose only duty is to kill the palestinians, or occupy the land for the euro-and americans jews, to come and live freee in settlements.",-1
1511,"     I didn't think so, here you go -  Likud  Likud spokeswoman, Iris says that the Likud party stresses the State of Israelâ€™s democratic identity with full equality for all its citizens.  Previous elections: approximately 11% of the Likudâ€™s votes came from the Arab sector.  Forecast for upcoming elections: the same    This is an opinion piece on a Zionist website, whilst there is an element of truth in it, it is very much over played.  Rubbish, it's a report into a study by Haifa University:  The study, based on a representative sample of Israeli Arabs (700 face-to-face interviews) and on interviews with 85 Arab public personalities found that the leadership is much more radical than its voters.  It then goes on to break down the different findings from the study, some of which I have already highlighted.  Come on, it's not that difficult to understand the written word, or the typed word for that matter.",-1
1512,"Term limits, anyone?",0
1513,     That's precisely it.As long as the US veto any attempts by the UN to act against the Israeli crimes then they will do what they like.,-1
1514,"They did not vote for the appeasers. If you remember the right wing government tried to blame ETA, and the people knew they were lying. The Islamic Jihad literature, Al Queda tapes, and Arabic messages might have had something to do with it. Only fools would have supported such a government, who lied to their people and presented false intelligence. Oh, I've just remembered - Blair's dodgy dossier, and Bush's presentation.   ",-1
1515,"john Mne.  Thanks for your illuminating post. I now realise only Muslims kill fellow Muslims in times of war and conflict. Let's face it the 1939-1945 and 1914-1918 world wars where nearly 50 million people died were also Muslim killing Muslim,plus the Spanish Civil War,Falklands War and a few others were  Muslim only affairs. What's your point Poindexter?  ",-1
1516,"////// Yes, of course anything positive about the Israeli people has to be dismissed as propaganda. //////  Look at the title of this thread, Grant, which is also the headline of the linked media article. Does it say ""Israel treats young Iranian cancer sufferer"" or something like that? No it doesn't. It, and the linked article is a challenge to Iran's president. I'm not making a negative judgement here on the Israeli medics or the Israelie of Iranian extraction who made this possible - that was good humanitarian work - but I think it is fair comment to say that this thread and the associated media articles are propaganda.",-1
1517,"  Hi mistressofmydomain**,  Mistressofmydomain quote: â€œGlad to see our friends to the north are wondering about the hypocricy of the US not going to Darfour but have failed to wonder at the hypocricy of the UN with Sudan on the Human Rights commission.â€? Not â€œfriends to the northâ€?but one equivalent of a Euro Lefty in Toronto.  He is not speaking for all Canadians but just our â€œanti all things Americanâ€?loonies.  BTW I would take him apart myself but its close to 8:00 in the Sandbox and time to head home. Besides you guys doing a pretty good job of bashing him on your own.  Warmest Regards, Smoker ",-1
1518,"     I will condemn suicide bombings of course, but I will also condemn the Israelis when they kill Palestinians. My condemnation will always include both   Anyway, enough of your deflection. As I said, I am half Iraqi and I am more concerned about the invaders in Iraq more than the conflict between the Pals and Israelis.  I'll leave that to you and your fellow Israeli fanatics  ",-1
