ID,Text,trinary result,source
981," 1 month of bed by 1:30AM, already failing as you can see",-1,Twiiter_dataSet_Sentiment140
982, 2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type,-1,Twiiter_dataSet_Sentiment140
983, 2 hear about jon n kate...couples should steer clear of those reality shows! just say no!,1,Twiiter_dataSet_Sentiment140
984,--- 2009 NCAA National Softball Champions UW Huskies ,0,Twiiter_dataSet_Sentiment140
985," 2nd item did not arrive, am still waiting for it to show in my aramex web page.",0,Twiiter_dataSet_Sentiment140
986, Finished my paper!!!!!!!!!! But............   smh,1,Twiiter_dataSet_Sentiment140
987, first days are always good..wish my dentist gave me more hours though,-1,Twiiter_dataSet_Sentiment140
988, fone off....cant talk 2 my love....imu marcus!!!!!,1,Twiiter_dataSet_Sentiment140
989," for the fact that *I* didn't get any work done, not that you all did. ",0,Twiiter_dataSet_Sentiment140
990," forgot XBL was off today, was about to check to see if a game was on XBLA that I wanted to buy  oh well, maybe tomorrow",0,Twiiter_dataSet_Sentiment140
991, found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine,0,Twiiter_dataSet_Sentiment140
992, Found a way to make this Private woot woot,0,Twiiter_dataSet_Sentiment140
993, Four more fake people added me. Is this why people don't like Twitter?,-1,Twiiter_dataSet_Sentiment140
994, frank iero should be the sexiest vegetarian 2009.,0,Twiiter_dataSet_Sentiment140
995," french lost, #fb",0,Twiiter_dataSet_Sentiment140
996, fuck man .i hate this. =O. work suckss :'(,-1,Twiiter_dataSet_Sentiment140
997," fuck you, :]",-1,Twiiter_dataSet_Sentiment140
998,"- fuck, my money is running out &amp; i have no jobs... ",-1,Twiiter_dataSet_Sentiment140
999, fuck. I am an ugly person.,-1,Twiiter_dataSet_Sentiment140
1000, fucking rur mom,0,Twiiter_dataSet_Sentiment140
1001,"- Fwd: Good Morn,happy birthday !  regardless of what ppl said yesterday,they don't realize what happend behind the scene.One of the  ...",1,Twiiter_dataSet_Sentiment140
1002, gah. so much less ok than i was trying to tell myself i was.,0,Twiiter_dataSet_Sentiment140
1003, GCSE's clearly suck.,-1,Twiiter_dataSet_Sentiment140
1004,- Geez Chelsea already scored against Everton   1-0,-1,Twiiter_dataSet_Sentiment140
1005, gerald lost a friend............idk what to say........this is like day 2 of crazy events.......,-1,Twiiter_dataSet_Sentiment140
1006, getting &quot;goodbye&quot; e-mails from #Iran #iranelection,0,Twiiter_dataSet_Sentiment140
1007,-- getting a Mani + Pedi with the husband! ,1,Twiiter_dataSet_Sentiment140
1008, getting a webcam today.,0,Twiiter_dataSet_Sentiment140
1009,"- Getting ready to leave for Spring City, TN - @EzraJane I'm going to miss your show tonight... ",-1,Twiiter_dataSet_Sentiment140
1010,- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue! ,1,Twiiter_dataSet_Sentiment140
1011, girls girls. don't fight! you both can have me! there's enough to go around!,1,Twiiter_dataSet_Sentiment140
1012, gnight my phone sucks Bleh,-1,Twiiter_dataSet_Sentiment140
1013,-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM,1,Twiiter_dataSet_Sentiment140
1014, go away migraine!!! you are not welcome!!!,1,Twiiter_dataSet_Sentiment140
1015, go away rain.,0,Twiiter_dataSet_Sentiment140
1016, go follow my personal twitter! @nikkidallasen,1,Twiiter_dataSet_Sentiment140
1017, Go Wings! FTW!,1,Twiiter_dataSet_Sentiment140
1018,- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,1,Twiiter_dataSet_Sentiment140
1019, going home to see my baby   [dont be ashamed of your faith],-1,Twiiter_dataSet_Sentiment140
1020, going out for dinner with the family ,0,Twiiter_dataSet_Sentiment140
1021, going to bed,0,Twiiter_dataSet_Sentiment140
1022, going to bed.,0,Twiiter_dataSet_Sentiment140
1023,#NAME?,0,Twiiter_dataSet_Sentiment140
1024, going to get piï¿½a colada mix to wallow in my sorrows,-1,Twiiter_dataSet_Sentiment140
1025," going to have such a bad day, I love my x3 I can't believe I backed into someone ",1,Twiiter_dataSet_Sentiment140
1026, going to lay down. Fuck tonight,-1,Twiiter_dataSet_Sentiment140
1027, Going to London Expo this weekend  Can't wait !,1,Twiiter_dataSet_Sentiment140
1028, going to master classes without my car... I miss you my VW!!!,1,Twiiter_dataSet_Sentiment140
1029,"- goingg to sleep  school , then out for pizzaa!",1,Twiiter_dataSet_Sentiment140
1030, gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml,1,Twiiter_dataSet_Sentiment140
1031," Gonna WoW for a bit. Later, Twitter &lt;3",1,Twiiter_dataSet_Sentiment140
1032, good luck!!,1,Twiiter_dataSet_Sentiment140
1033, good morning lovely! ,1,Twiiter_dataSet_Sentiment140
1034, good morning/afternoon. Things will be great today.,1,Twiiter_dataSet_Sentiment140
1035, @only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!,-1,Twiiter_dataSet_Sentiment140
1036, @pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List,0,Twiiter_dataSet_Sentiment140
1037,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?",1,Twiiter_dataSet_Sentiment140
1038,"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked",-1,Twiiter_dataSet_Sentiment140
1039, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM,1,Twiiter_dataSet_Sentiment140
1040,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious ,1,Twiiter_dataSet_Sentiment140
1041," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ",0,Twiiter_dataSet_Sentiment140
1042, @remysoon,0,Twiiter_dataSet_Sentiment140
1043, @saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .,-1,Twiiter_dataSet_Sentiment140
1044,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! ,1,Twiiter_dataSet_Sentiment140
1045, @shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?,-1,Twiiter_dataSet_Sentiment140
1046, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u,0,Twiiter_dataSet_Sentiment140
1047, @sonjatweet ur hot,0,Twiiter_dataSet_Sentiment140
1048," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!",1,Twiiter_dataSet_Sentiment140
1049, @TheNotoriousJEN,0,Twiiter_dataSet_Sentiment140
1050, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.,1,Twiiter_dataSet_Sentiment140
1051,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. ",-1,Twiiter_dataSet_Sentiment140
1052,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience,1,Twiiter_dataSet_Sentiment140
1053," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N",1,Twiiter_dataSet_Sentiment140
1054," @YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that's what i got so far",-1,Twiiter_dataSet_Sentiment140
1055," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N",-1,Twiiter_dataSet_Sentiment140
1056, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers,-1,Twiiter_dataSet_Sentiment140
1057, ~ cooking!!!,1,Twiiter_dataSet_Sentiment140
1058, ~ ncis!!!,1,Twiiter_dataSet_Sentiment140
1059,- 1 follower WOW! ,1,Twiiter_dataSet_Sentiment140
1060, 100 followers!  YAY!,1,Twiiter_dataSet_Sentiment140
1061, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT,1,Twiiter_dataSet_Sentiment140
1062, 11:11. I know what I'm wishing for!,1,Twiiter_dataSet_Sentiment140
1063,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets ,1,Twiiter_dataSet_Sentiment140
1064," 2 days of this month left, and I only have 400MB left on my onpeak downloads.",0,Twiiter_dataSet_Sentiment140
1065, 2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x,-1,Twiiter_dataSet_Sentiment140
1066, 2 weeks!!!!,1,Twiiter_dataSet_Sentiment140
1067, 21 days of no twittering and i'm back. -.- i think.,0,Twiiter_dataSet_Sentiment140
1068, 2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3,1,Twiiter_dataSet_Sentiment140
1069, 30 lbs lost since Feb. Still have a lot more to go.,0,Twiiter_dataSet_Sentiment140
1070," 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay.",-1,Twiiter_dataSet_Sentiment140
1071," Good Night ! Okay, I got really nothing to say.",1,Twiiter_dataSet_Sentiment140
1072, Good night! Arrgghhhh 5-2 B.P. Do work boys!,1,Twiiter_dataSet_Sentiment140
1073, good to hear from you,1,Twiiter_dataSet_Sentiment140
1074, good weekend,1,Twiiter_dataSet_Sentiment140
1075, Goodbye CWG of my life.,0,Twiiter_dataSet_Sentiment140
1076, goodbye hair length,0,Twiiter_dataSet_Sentiment140
1077,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.,1,Twiiter_dataSet_Sentiment140
1078, gooooood morning my twitter friends!  Have a nice sunday,1,Twiiter_dataSet_Sentiment140
1079, Gossip girl tonight!!!,1,Twiiter_dataSet_Sentiment140
1080, got burned really bad due to constantly being too wet to reapply sunscreen,-1,Twiiter_dataSet_Sentiment140
1081, Got Escala's new album now.  T'is very good ,1,Twiiter_dataSet_Sentiment140
1082, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow,-1,Twiiter_dataSet_Sentiment140
1083, got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!,1,Twiiter_dataSet_Sentiment140
1084, got to work at 7:00am! ughhhh longgg day ahead of me!,-1,Twiiter_dataSet_Sentiment140
1085, gotta love her. glad she had fun. looking forward to the beach w/ her! ,1,Twiiter_dataSet_Sentiment140
1086," Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!",-1,Twiiter_dataSet_Sentiment140
1087, great  just fucking great,1,Twiiter_dataSet_Sentiment140
1088,#NAME?,1,Twiiter_dataSet_Sentiment140
1089, Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR,1,Twiiter_dataSet_Sentiment140
1090, great my dad locked himself out of his car n its on... N we are 5 hours from home,1,Twiiter_dataSet_Sentiment140
1091, great nite,1,Twiiter_dataSet_Sentiment140
1092," Great tights, good outfit! http://lookbook.nu/look/160916",1,Twiiter_dataSet_Sentiment140
1093," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S",1,Twiiter_dataSet_Sentiment140
1094, Great.  ? http://blip.fm/~7df6m,1,Twiiter_dataSet_Sentiment140
1095, Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness,-1,Twiiter_dataSet_Sentiment140
1096,- grr you've changed. i don't like it. you haven't called me momo in a week ,0,Twiiter_dataSet_Sentiment140
1097," grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]",1,Twiiter_dataSet_Sentiment140
1098, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!,-1,Twiiter_dataSet_Sentiment140
1099, guess it's gonna be a lonely night for me.. Someone save me please!,1,Twiiter_dataSet_Sentiment140
1100, guess who im missing,0,Twiiter_dataSet_Sentiment140
1101, gutted i hope it comes soon !,1,Twiiter_dataSet_Sentiment140
1102, guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.,-1,Twiiter_dataSet_Sentiment140
1103, h dont know who to go to teh movies with Sir. Lolz alot ^o^,0,Twiiter_dataSet_Sentiment140
1104," had a good night, love my best buds in the world!!! adamcheeeserosie",1,Twiiter_dataSet_Sentiment140
1105, had a Really good night!!! Stoked for things to come!!!,1,Twiiter_dataSet_Sentiment140
1106, had an ok day. it went by fast.,0,Twiiter_dataSet_Sentiment140
1107, Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.,-1,Twiiter_dataSet_Sentiment140
1108, had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry,-1,Twiiter_dataSet_Sentiment140
1109, had to cancel a great day I had ahead of me today.....,1,Twiiter_dataSet_Sentiment140
1110, had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK,-1,Twiiter_dataSet_Sentiment140
1111, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. ,-1,Twiiter_dataSet_Sentiment140
1112, haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;),1,Twiiter_dataSet_Sentiment140
1113, 6........tomorrow's  a new day...,0,Twiiter_dataSet_Sentiment140
1114, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief,1,Twiiter_dataSet_Sentiment140
1115, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley! ,1,Twiiter_dataSet_Sentiment140
1116," A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ",-1,Twiiter_dataSet_Sentiment140
1117," a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing..",-1,Twiiter_dataSet_Sentiment140
1118, About to leave Newcastle ):,-1,Twiiter_dataSet_Sentiment140
1119, actually I might be crazy 'cause I love my job. ,1,Twiiter_dataSet_Sentiment140
1120," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd ",-1,Twiiter_dataSet_Sentiment140
1121, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!,1,Twiiter_dataSet_Sentiment140
1122, ah I can't stop crying I hate seein my dog having attacks,-1,Twiiter_dataSet_Sentiment140
1123, ah well im sure we'll be fine,1,Twiiter_dataSet_Sentiment140
1124, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out,-1,Twiiter_dataSet_Sentiment140
1125, ahhh this sucks,-1,Twiiter_dataSet_Sentiment140
1126, ahhhhh this is the worst thing to ever happen to me,-1,Twiiter_dataSet_Sentiment140
1127, ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!,1,Twiiter_dataSet_Sentiment140
1128, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!,1,Twiiter_dataSet_Sentiment140
1129," All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   ",-1,Twiiter_dataSet_Sentiment140
1130, all my bestfriends are leaving!,1,Twiiter_dataSet_Sentiment140
1131, all my friends seem to be with kittens or eating ice cream. this monday is for the birds.,1,Twiiter_dataSet_Sentiment140
1132, all my texts were deleted by landi :/ i miss certain ones a lotttt,-1,Twiiter_dataSet_Sentiment140
1133, all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.,-1,Twiiter_dataSet_Sentiment140
1134, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. ,-1,Twiiter_dataSet_Sentiment140
1135, all the firends i make in the airport has to leave before i do...,0,Twiiter_dataSet_Sentiment140
1136, all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..,1,Twiiter_dataSet_Sentiment140
1137, alllways raining in aberdeen here i come sunnnnshine,1,Twiiter_dataSet_Sentiment140
1138," alright back onto being bored. going to bed any time soon, have to get up early.",-1,Twiiter_dataSet_Sentiment140
1139, am I a loner?,-1,Twiiter_dataSet_Sentiment140
1140, Am racit...,0,Twiiter_dataSet_Sentiment140
1141, Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...,1,Twiiter_dataSet_Sentiment140
1142, amy hit me cos i call her drink lady,0,Twiiter_dataSet_Sentiment140
1143, and a shocker for those who left sytycd tonight. One run cut too short.,-1,Twiiter_dataSet_Sentiment140
1144, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5,0,Twiiter_dataSet_Sentiment140
1145, and I dunno why but with you I'd dance in a storm in my best dress.,-1,Twiiter_dataSet_Sentiment140
1146, AND maths exam tomorrow; just to make life even bettter....,0,Twiiter_dataSet_Sentiment140
1147, and our second flight is canceled.,-1,Twiiter_dataSet_Sentiment140
1148,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! ,1,Twiiter_dataSet_Sentiment140
1149,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[,-1,Twiiter_dataSet_Sentiment140
1150," 2pm, lunchtime is over and da boss is back in town...",0,Twiiter_dataSet_Sentiment140
1151, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.,-1,Twiiter_dataSet_Sentiment140
1152, 30stm playin at london tommorow &amp; only london in england,0,Twiiter_dataSet_Sentiment140
1153, 4's reallyy??? #PakCricket,0,Twiiter_dataSet_Sentiment140
1154,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia,1,Twiiter_dataSet_Sentiment140
1155, 60 followers NOW!  .....yesterday 62 ,1,Twiiter_dataSet_Sentiment140
1156, 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.,0,Twiiter_dataSet_Sentiment140
1157,- 8 DAYS TILL SCHOOL HOLIDAYS END ,0,Twiiter_dataSet_Sentiment140
1158,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy. ,-1,Twiiter_dataSet_Sentiment140
1159, a goodmorning back at cha @moovmnt,0,Twiiter_dataSet_Sentiment140
1160, a lot of hacks is garena server but the games there are fun,1,Twiiter_dataSet_Sentiment140
1161, a perfect weekend ,1,Twiiter_dataSet_Sentiment140
1162, a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.,0,Twiiter_dataSet_Sentiment140
1163," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?",0,Twiiter_dataSet_Sentiment140
1164, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =],1,Twiiter_dataSet_Sentiment140
1165, after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.,1,Twiiter_dataSet_Sentiment140
1166," After turning my fan club into a religion, it lost two members.",0,Twiiter_dataSet_Sentiment140
1167, again..cause india is definitely out.. ==,0,Twiiter_dataSet_Sentiment140
1168, Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*,1,Twiiter_dataSet_Sentiment140
1169,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! ",-1,Twiiter_dataSet_Sentiment140
1170, aint i supposed to be happy ...,1,Twiiter_dataSet_Sentiment140
1171," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)",-1,Twiiter_dataSet_Sentiment140
1172," Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby.",-1,Twiiter_dataSet_Sentiment140
1173," all done., time to finally start shuting down",0,Twiiter_dataSet_Sentiment140
1174, all good things must come to an end.. bye bye Hamptons,1,Twiiter_dataSet_Sentiment140
1175, All i can say is DAM IT TO HELL!!!!!!!!!!!!,-1,Twiiter_dataSet_Sentiment140
1176, all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...,-1,Twiiter_dataSet_Sentiment140
1177," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*",1,Twiiter_dataSet_Sentiment140
1178,- all the snow is gone... that didn't take long... ,0,Twiiter_dataSet_Sentiment140
1179, all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL,-1,Twiiter_dataSet_Sentiment140
1180, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu,-1,Twiiter_dataSet_Sentiment140
1181, almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin,1,Twiiter_dataSet_Sentiment140
1182,#NAME?,0,Twiiter_dataSet_Sentiment140
1183, Alone and invisible ,-1,Twiiter_dataSet_Sentiment140
1184, aloneeeeeeeee,1,Twiiter_dataSet_Sentiment140
1185," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!",-1,Twiiter_dataSet_Sentiment140
1186, Alton towers with the school on Friday  although we need to leave at 5am ,0,Twiiter_dataSet_Sentiment140
1187, am 200 updates in Twitter #stats,0,Twiiter_dataSet_Sentiment140
1188, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.,1,Twiiter_dataSet_Sentiment140
1189, haha. Someone i don't even know made me laugh. ryan ross = win.,1,Twiiter_dataSet_Sentiment140
1190, hair looks dorky. Oh well.,-1,Twiiter_dataSet_Sentiment140
1191, hand ball again by wynne.. Dc scores on penalty.. BS 3-3,0,Twiiter_dataSet_Sentiment140
1192, Hanging out with Steven Mohler on Sunday! ah :],1,Twiiter_dataSet_Sentiment140
1193, hangover not good..,-1,Twiiter_dataSet_Sentiment140
1194, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  ,1,Twiiter_dataSet_Sentiment140
1195, happy face.,1,Twiiter_dataSet_Sentiment140
1196, happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.,1,Twiiter_dataSet_Sentiment140
1197, happy that its sunny,1,Twiiter_dataSet_Sentiment140
1198, happy to see him,1,Twiiter_dataSet_Sentiment140
1199, happy with the way thing are goingg,1,Twiiter_dataSet_Sentiment140
1200," Happy, knowing my friends are still my friends.",1,Twiiter_dataSet_Sentiment140
1201, happy. spending time with mum,1,Twiiter_dataSet_Sentiment140
1202, harsh shisha,-1,Twiiter_dataSet_Sentiment140
1203, has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x,1,Twiiter_dataSet_Sentiment140
1204,- Has Just Got Up &amp;+ Is Listening To Good Charlotte ,0,Twiiter_dataSet_Sentiment140
1205,#NAME?,0,Twiiter_dataSet_Sentiment140
1206, has something very special in mind &lt;333,1,Twiiter_dataSet_Sentiment140
1207, hate my life..hate coming home..,-1,Twiiter_dataSet_Sentiment140
1208, hates the fact that she has to work instead of going dress shopping with my cousin!!!,-1,Twiiter_dataSet_Sentiment140
1209,- hates waiting and equally hates job hunting! ,-1,Twiiter_dataSet_Sentiment140
1210, have a headache...,-1,Twiiter_dataSet_Sentiment140
1211, Have a Nice Day!,1,Twiiter_dataSet_Sentiment140
1212, have a nice day... cause i will!,1,Twiiter_dataSet_Sentiment140
1213, Have sooo much to revbise I don't even get to go church. Boo to exams,1,Twiiter_dataSet_Sentiment140
1214, have to get up a 3:00am tomorrow,0,Twiiter_dataSet_Sentiment140
1215, have to take car to mechanic fml.  #talesfrmsurbs,0,Twiiter_dataSet_Sentiment140
1216, havent updated in forever,0,Twiiter_dataSet_Sentiment140
1217, havin a bad hair day ; an the weather is not helpin my mood at all !! ..,-1,Twiiter_dataSet_Sentiment140
1218, havin fun my friend?,1,Twiiter_dataSet_Sentiment140
1219,- having a bad day ! ,-1,Twiiter_dataSet_Sentiment140
1220," Having a terrible day, hope everyone else is doing better off than we are at the store.",-1,Twiiter_dataSet_Sentiment140
1221, having the biggest thought right now,0,Twiiter_dataSet_Sentiment140
1222, having to get tooth pulled - on the bright side problem solved,-1,Twiiter_dataSet_Sentiment140
1223,#NAME?,1,Twiiter_dataSet_Sentiment140
1224, he didn't answer and his voicemail box is full.  Dammit.,0,Twiiter_dataSet_Sentiment140
1225,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly ",1,Twiiter_dataSet_Sentiment140
1226, Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3,1,Twiiter_dataSet_Sentiment140
1227, hee hee. your so weird. and i did NOT shiver.,-1,Twiiter_dataSet_Sentiment140
1228, Heroes is losing it's momentum ): come on writers pick it up!!!,1,Twiiter_dataSet_Sentiment140
1229," Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment...",1,Twiiter_dataSet_Sentiment140
1230, hey...i'm back..if someone want to talk.. here i am.,1,Twiiter_dataSet_Sentiment140
1231, hiccuuppsss ,1,Twiiter_dataSet_Sentiment140
1232," his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up",0,Twiiter_dataSet_Sentiment140
1233, History Final Review..Still Not Done.,0,Twiiter_dataSet_Sentiment140
1234, hm.. Can I be the nut?,0,Twiiter_dataSet_Sentiment140
1235, hmm emotionless,0,Twiiter_dataSet_Sentiment140
1236, hmph...text me...,0,Twiiter_dataSet_Sentiment140
1237, Home finally.Making fettuccine and relaxing my sore feetsies!,1,Twiiter_dataSet_Sentiment140
1238, Home sweet home (: finally back XD,1,Twiiter_dataSet_Sentiment140
1239, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? ,-1,Twiiter_dataSet_Sentiment140
1240, another year older,0,Twiiter_dataSet_Sentiment140
1241, any comment on the latest star trek movie? is it nice?,1,Twiiter_dataSet_Sentiment140
1242," any day now, any way now. I Shall Be Released.",0,Twiiter_dataSet_Sentiment140
1243, Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!,1,Twiiter_dataSet_Sentiment140
1244, AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0,0,Twiiter_dataSet_Sentiment140
1245,-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow,1,Twiiter_dataSet_Sentiment140
1246, apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8,-1,Twiiter_dataSet_Sentiment140
1247, apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8,-1,Twiiter_dataSet_Sentiment140
1248, Apple has delayed the release of OS3! http://bit.ly/2lwpll,1,Twiiter_dataSet_Sentiment140
1249, Apple store... BBL ~,0,Twiiter_dataSet_Sentiment140
1250," are selena gomez &amp; taylor lautner going out, that just ruined my day",0,Twiiter_dataSet_Sentiment140
1251, Are you going to be taking photographs tonight??? :O,-1,Twiiter_dataSet_Sentiment140
1252, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!,1,Twiiter_dataSet_Sentiment140
1253," at david eddings dieing, a brilliant author and will miss his skilled penmanship",-1,Twiiter_dataSet_Sentiment140
1254, AT LAST!! Successful deployment complete.  Soo.....what do I do now?,1,Twiiter_dataSet_Sentiment140
1255, At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection,-1,Twiiter_dataSet_Sentiment140
1256, at tegus x 2 days only ,1,Twiiter_dataSet_Sentiment140
1257,#NAME?,0,Twiiter_dataSet_Sentiment140
1258, at the clouds and the threat of rain in Savusavu!,-1,Twiiter_dataSet_Sentiment140
1259, at work until 4,0,Twiiter_dataSet_Sentiment140
1260, At work.. having a postive attitude!!,1,Twiiter_dataSet_Sentiment140
1261, Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s,0,Twiiter_dataSet_Sentiment140
